Greedy Brute Force, , , , ,Brute Force, , , , ,Brute Force (Greedy Optimised), , , , ,CSP Algorithm, , , , ,CSP (Randomised Optimisation), ,
Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,
true,56,0,0.1335, ,true,61,0,0.2599, ,true,68,0,7.286, ,false,-1,0,10.96, ,false,-1,0,10.7703, ,
false,-1,0,0.1631, ,false,-1,0,0.2078, ,false,-1,0,6.9302, ,false,-1,0,4.0139, ,false,-1,0,3.8214, ,
true,56,0,0.1848, ,true,59,0,0.2482, ,true,66,0,4.401, ,false,-1,0,12.3505, ,false,-1,0,11.2184, ,
true,55,0,0.0982, ,true,60,0,0.171, ,true,70,0,3.3799, ,false,-1,0,3.56, ,false,-1,0,4.051, ,
true,57,0,0.1053, ,true,58,0,0.1646, ,true,63,0,7.4254, ,false,-1,0,3.9324, ,false,-1,0,3.9357, ,
true,49,0,0.1714, ,true,50,0,0.1603, ,true,60,0,3.2936, ,false,-1,0,7.9161, ,false,-1,0,9.3594, ,
true,51,0,0.1785, ,true,55,0,0.175, ,true,67,0,5.183, ,false,-1,0,2.8319, ,false,-1,0,2.4234, ,
true,54,0,0.098, ,true,57,0,0.1425, ,true,62,0,6.3366, ,false,-1,0,8.864, ,false,-1,0,8.328, ,
true,49,0,0.0945, ,true,52,0,0.1702, ,true,63,0,4.3374, ,false,-1,0,10.0347, ,false,-1,0,12.8041, ,
true,46,0,0.1906, ,true,53,0,0.2761, ,true,68,0,5.6114, ,false,-1,0,6.9267, ,false,-1,0,5.5481, ,
true,52,0,0.1003, ,true,54,0,0.1359, ,true,63,0,0.97, ,false,-1,0,1.9212, ,false,-1,0,7.6653, ,
true,54,0,0.1051, ,true,60,0,0.1657, ,true,65,0,5.3898, ,false,-1,0,3.8174, ,false,-1,0,3.8515, ,
true,59,0,0.1196, ,true,62,0,0.2296, ,true,70,0,2.8604, ,false,-1,0,10.9917, ,false,-1,0,8.1756, ,
true,49,0,0.0962, ,true,49,0,0.1781, ,true,55,0,8.0815, ,false,-1,0,3.7798, ,false,-1,0,5.0421, ,
true,53,0,0.1072, ,true,56,0,0.2112, ,true,59,0,4.8712, ,false,-1,0,9.2941, ,false,-1,0,11.1647, ,
true,57,0,0.0849, ,true,59,0,0.0971, ,true,63,0,5.0687, ,false,-1,0,10.8409, ,false,-1,0,11.0358, ,
true,48,0,0.1022, ,true,52,0,0.179, ,true,59,0,6.804, ,false,-1,0,13.945, ,false,-1,0,10.7632, ,
true,46,0,0.069, ,true,53,0,0.1144, ,true,60,0,4.1953, ,false,-1,0,7.5802, ,false,-1,0,10.3886, ,
false,-1,0,0.1254, ,false,-1,0,0.1507, ,false,-1,0,7.4702, ,false,-1,0,2.8043, ,false,-1,0,2.6217, ,
true,57,0,0.1363, ,true,60,0,0.1742, ,true,61,0,9.63, ,false,-1,0,8.1479, ,false,-1,0,6.72, ,
