CSP Algorithm,,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, , Start, Modelled, Solved, Decoded,
true,37,61.637744,6479.5778,65, ,108162.7769,108277.7593,114641.9902,114642.3131,
true,37,63.487472,7774.8401,66, ,114653.0167,114776.5478,122427.617,122427.8052,
false,-1,49.103616,112.97,67, ,122439.4316,122551.5624,122552.3415,122552.3652,
false,-1,47.766576,112.7187,68, ,122560.4628,122669.8184,122673.0688,122673.1473,
false,-1,49.938384,134.5463,69, ,122682.383,122815.6067,122816.858,122816.889,
true,60,95.999952,8431.2032,70, ,122828.2059,122976.1363,131259.0395,131259.3412,
false,-1,49.787856,113.4144,71, ,131270.0143,131382.233,131383.3471,131383.3972,
true,39,103.99944,6656.0365,72, ,131393.0841,131508.0588,138048.5749,138049.0177,
true,35,67.833272,8917.4411,73, ,138060.398,138186.2734,146977.6183,146977.8032,
true,37,136.745472,8122.5258,74, ,146989.4546,147122.5558,155111.5944,155111.9355,
false,-1,50.283024,132.3974,75, ,155124.3529,155255.5122,155256.6514,155256.6962,
false,-1,52.147896,167.9676,76, ,155267.0794,155433.6462,155434.9822,155435.0152,
false,-1,49.281712,144.6406,77, ,155449.2349,155592.602,155593.8055,155593.8345,
false,-1,53.601024,163.6766,78, ,155603.3238,155765.503,155766.8745,155766.9426,
false,-1,50.310024,135.2758,79, ,155779.8625,155914.259,155915.0774,155915.1042,
false,-1,59.684128,191.9909,80, ,155925.0331,156115.6046,156116.9439,156116.9784,
true,61,108.46336,11802.9113,81, ,156128.8605,156289.6911,167931.3076,167931.7164,
true,41,76.450192,9727.2108,82, ,167944.001,168106.3313,177670.9691,177671.1808,
true,37,76.572256,9721.9747,83, ,177683.1138,177832.3637,187404.8088,187405.0619,
false,-1,51.853568,132.6427,84, ,187417.0622,187548.8919,187549.6675,187549.6924,
false,-1,50.72092,137.7996,85, ,187559.0898,187695.3833,187696.8174,187696.876,
false,-1,56.449024,163.5168,86, ,187707.1169,187869.3984,187870.5795,187870.6113,
true,59,80.634368,12870.6319,87, ,187881.1644,188058.7293,200751.5675,200751.762,
false,-1,51.043344,130.1625,88, ,200764.296,200893.7138,200894.4209,200894.444,
true,37,134.953536,12830.7446,89, ,200903.0865,201068.7491,213733.5978,213733.8021,
false,-1,57.98272,216.553,90, ,213747.7409,213962.835,213964.2159,213964.2642,
true,40,77.028088,17036.2702,91, ,213976.5963,214163.2104,231012.4916,231012.8373,
false,-1,57.66912,167.9467,92, ,231025.5035,231192.4303,231193.402,231193.4328,
true,37,121.418984,12034.0371,93, ,231202.8844,231364.6127,243236.3734,243236.8892,
false,-1,58.596344,178.6972,94, ,243248.8021,243426.5203,243427.4678,243427.4851,
false,-1,55.175896,183.927,95, ,243436.4794,243619.352,243620.3617,243620.3921,
false,-1,52.955488,143.4419,96, ,243629.595,243771.9824,243772.9822,243773.0147,
true,57,113.815128,14190.9156,97, ,243783.9231,243942.2124,257973.7274,257974.8053,
true,37,73.145616,13956.8715,98, ,257987.3079,258151.9116,271943.3994,271944.1493,
true,36,78.975144,16797.4194,99, ,271957.6825,272137.4304,288754.8788,288755.0703,
false,-1,58.693264,184.0703,100, ,288767.1802,288950.1546,288951.2107,288951.2334,

,,,,,,,117.488302,2759.67015,0.218294,


The DEFAULT parameters of the random test data: Days:100  Hours:8  Rooms:50  Sessions:50  Individuals:50 (Ignore for the specified parameter).
