Greedy Brute Force, , , , ,Brute Force, , , , ,Brute Force (Greedy Optimised), , , , ,CSP Algorithm, , , , ,CSP (Randomised Optimisation), ,
Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM, Time (ms), ,
true,63,0.0,0.1217, ,true,64,0.0,0.0985, ,true,72,3.293728,1.3701, ,true,56,3.784064,5.0742, ,true,63,4.02448,7.8421, ,
true,47,0.0,0.0391, ,true,50,0.0,0.0802, ,true,67,3.488016,1.3445, ,false,-1,3.293104,0.6784, ,false,-1,3.28996,0.6839, ,
true,52,0.0,0.0497, ,true,55,0.0,0.1297, ,true,59,5.069104,4.5118, ,false,-1,3.660376,0.8773, ,false,-1,3.593072,0.9205, ,
true,49,0.0,0.0432, ,true,52,0.0,0.1073, ,true,71,3.15428,0.7129, ,true,52,3.684632,2.498, ,true,68,4.017456,4.9586, ,
true,46,0.0,0.1915, ,true,50,0.0,0.0918, ,true,57,4.773392,3.7745, ,false,-1,3.406304,0.662, ,false,-1,3.4034,1.4821, ,
true,53,0.0,0.1124, ,true,56,0.0,0.1197, ,true,67,4.268288,5.4712, ,false,-1,3.595896,0.9105, ,false,-1,3.592856,0.9034, ,
true,55,0.0,0.0985, ,true,56,0.0,0.0999, ,true,69,3.952512,3.9265, ,true,54,3.620928,2.6841, ,true,59,3.823664,4.0381, ,
true,51,0.0,0.0759, ,true,56,0.0,0.0984, ,true,59,4.520664,4.1996, ,false,-1,3.659512,1.0245, ,false,-1,3.655784,1.0424, ,
true,59,0.0,0.0657, ,true,60,0.0,0.1164, ,true,63,4.07852,2.6446, ,false,-1,3.722352,1.1585, ,false,-1,3.719968,2.0894, ,
true,54,0.0,0.1024, ,true,54,0.0,0.0895, ,true,65,3.88932,2.1966, ,true,51,3.533208,2.5032, ,true,60,3.8236,3.5345, ,
true,55,0.0,0.068, ,true,57,0.0,0.1177, ,true,60,4.64712,4.0902, ,true,57,3.6216,5.5614, ,true,58,3.955296,4.7, ,
true,53,0.0,0.0427, ,true,50,0.0,0.0985, ,true,58,4.142176,2.938, ,true,51,3.605704,2.7461, ,true,50,3.823824,5.7713, ,
true,62,0.0,0.0435, ,true,64,0.0,0.0715, ,true,69,3.952712,4.1837, ,false,-1,3.722336,1.0103, ,false,-1,3.719104,1.9348, ,
true,45,0.0,0.0552, ,true,52,0.0,0.1349, ,true,56,4.584288,3.6841, ,false,-1,3.66032,0.8806, ,false,-1,3.658752,0.8967, ,
true,54,0.0,0.0556, ,true,54,0.0,0.1155, ,true,61,3.407168,1.9668, ,false,-1,3.722664,0.9117, ,false,-1,3.720632,1.3954, ,
true,62,0.0,0.0745, ,true,65,0.0,0.1031, ,true,68,4.2052,3.99, ,true,61,3.764304,2.8099, ,true,61,4.018864,4.0618, ,
true,44,0.0,0.0473, ,true,53,0.0,0.123, ,true,65,3.40736,1.1731, ,false,-1,3.722544,0.9354, ,false,-1,3.719656,1.0802, ,
true,66,0.0,0.0454, ,true,66,0.0,0.0928, ,true,70,4.584048,3.6509, ,true,62,3.73436,2.2187, ,true,69,4.01644,3.503, ,
true,57,0.0,0.0745, ,true,62,0.0,0.1252, ,true,68,3.824256,2.0807, ,true,58,3.610536,2.3739, ,true,60,3.888984,8.1175, ,
true,56,0.0,0.1272, ,true,61,0.0,0.1148, ,true,64,5.569152,7.1496, ,false,-1,3.442016,1.4553, ,false,-1,3.440128,0.7912, ,
