Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,44,2.695368,0.294,166, ,
false,-1,2.762936,0.2466,166, ,
true,49,0.0,0.1665,167, ,
true,45,0.0,0.1078,167, ,
true,51,0.0,0.1717,167, ,
true,52,2.699408,0.1889,167, ,
true,62,0.0,0.194,168, ,
true,53,2.763992,0.2416,168, ,
true,64,0.0,0.1524,168, ,
true,52,2.69996,0.2516,168, ,
true,56,0.0,0.2184,169, ,
true,40,2.76392,0.2572,169, ,
true,44,2.763104,0.3256,169, ,
true,61,2.763312,0.2268,169, ,
true,42,0.0,0.1394,170, ,
true,48,2.76448,0.1371,170, ,
true,64,2.762944,0.3864,170, ,
true,44,2.763872,0.1637,170, ,
false,-1,2.699592,0.4798,171, ,
true,42,2.697424,0.2491,171, ,
true,38,0.0,0.1132,171, ,
true,53,2.7654,0.1483,171, ,
true,51,2.763536,0.1542,172, ,
true,57,2.764248,0.2085,172, ,
true,55,0.0,0.1481,172, ,
true,45,2.764448,0.1922,172, ,
true,47,0.0,0.1137,173, ,
true,51,0.0,0.1117,173, ,
true,42,2.765376,0.271,173, ,
true,47,2.763912,0.2808,173, ,
true,43,2.764616,0.1926,174, ,
true,52,2.765104,0.2314,174, ,
true,52,2.765008,0.1495,174, ,
true,52,0.0,0.0701,174, ,
false,-1,2.701112,0.4114,175, ,
false,-1,2.696832,0.3221,175, ,
false,-1,2.696904,0.2913,175, ,
true,57,2.698072,0.3022,175, ,
true,48,2.764752,0.2802,176, ,
false,-1,2.70156,0.4215,176, ,
true,55,2.698288,0.2602,176, ,
true,48,2.76508,0.1866,176, ,
true,67,2.765112,0.21,177, ,
false,-1,0.0,0.1884,177, ,
true,49,2.698904,0.1452,177, ,
true,45,2.765488,0.1424,177, ,
false,-1,2.701672,0.3847,178, ,
true,52,2.698208,0.1711,178, ,
true,49,2.765072,0.2776,178, ,
true,59,2.765448,0.212,178, ,
true,58,0.0,0.0856,179, ,
true,55,2.7658,0.2699,179, ,
true,63,2.76508,0.3386,179, ,
true,56,2.765672,0.1907,179, ,
true,41,0.0,0.084,180, ,
true,48,2.766352,0.1757,180, ,
true,59,2.82852,0.4281,180, ,
true,53,0.0,0.1967,180, ,
true,43,2.766416,0.1533,181, ,
