CSP Algorithm,,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, , Start, Modelled, Solved, Decoded,
true,49,3.488304,4.4472,12, ,1.33721052694E7,1.33721064108E7,1.33721095934E7,1.33721096658E7,
false,-1,3.430744,1.5228,12, ,1.3372119763E7,1.33721209247E7,1.3372121204E7,1.33721212736E7,
false,-1,3.427112,2.4969,13, ,1.33721313753E7,1.33721333678E7,1.33721337946E7,1.33721338409E7,
false,-1,3.521904,2.8611,13, ,1.33721432441E7,1.33721455566E7,1.33721460315E7,1.33721460766E7,
true,47,3.494608,4.2554,13, ,1.33721559149E7,1.33721572082E7,1.33721599796E7,1.33721600923E7,
true,53,3.619912,5094.5899,13, ,1.33721700091E7,1.33721715686E7,1.33772644617E7,1.33772645616E7,
true,46,3.739536,5.168,14, ,1.33772738972E7,1.33772758292E7,1.33772787625E7,1.33772789957E7,
false,-1,3.524424,1.6716,14, ,1.33772884278E7,1.33772897977E7,1.33772900237E7,1.33772900608E7,
true,66,3.762936,5.1545,14, ,1.3377298969E7,1.33773004728E7,1.33773039805E7,1.33773040314E7,
true,54,3.701256,4.6162,14, ,1.33773137626E7,1.33773151704E7,1.33773182388E7,1.33773183384E7,
true,37,3.71408,14060.3678,15, ,1.337732853E7,1.33773299772E7,1.33913887662E7,1.33913888588E7,
true,53,3.597968,3.5678,15, ,1.33913982134E7,1.33913993827E7,1.33914016822E7,1.33914017412E7,
true,47,3.762104,6.7201,15, ,1.33914111268E7,1.33914131623E7,1.33914177377E7,1.33914178004E7,
false,-1,3.47812,1.618,15, ,1.3391428187E7,1.33914295366E7,1.33914297581E7,1.33914297814E7,
true,62,3.725024,7.8853,16, ,1.33914389187E7,1.33914412686E7,1.33914466243E7,1.33914467543E7,
true,54,3.7814,2692.9126,16, ,1.33914560332E7,1.33914580007E7,1.33941487488E7,1.33941488851E7,
false,-1,3.665808,1.7759,16, ,1.33941598768E7,1.33941612885E7,1.33941615962E7,1.33941616406E7,
true,54,5.017608,157971.8807,16, ,1.33941716767E7,1.33941730595E7,1.35521433994E7,1.35521435242E7,
true,56,3.748104,4.4307,17, ,1.35521535387E7,1.35521546861E7,1.3552157897E7,1.35521579467E7,
true,49,3.77468,3.7775,17, ,1.35521674109E7,1.35521686522E7,1.35521711183E7,1.35521711595E7,
false,-1,3.563592,1.1871,17, ,1.35521804675E7,1.35521813967E7,1.35521816254E7,1.35521816472E7,
false,-1,3.33132,1.0329,17, ,1.35521907557E7,1.35521915702E7,1.3552191753E7,1.35521917737E7,
true,61,3.67916,3.7554,18, ,1.35522003272E7,1.35522012126E7,1.35522040203E7,1.35522040606E7,
false,-1,3.565928,1.4533,18, ,1.35522134345E7,1.35522145001E7,1.35522148422E7,1.35522148734E7,
false,-1,3.468128,1.0865,18, ,1.35522233774E7,1.35522242365E7,1.35522244354E7,1.35522244559E7,
false,-1,3.69852,1.4463,18, ,1.35522331321E7,1.3552234297E7,1.35522345262E7,1.35522345654E7,

,,,,,,,6.751833,225853.317946,0.261656,


The DEFAULT parameters of the random test data: Days:5  Hours:8  Rooms:5  Sessions:12  Individuals:25 (Ignore for the specified parameter).
