Greedy Brute Force,,,,,Brute Force,,,,,Brute Force (Greedy Optimised),,,,,CSP Algorithm,,,,,CSP (Randomised Optimisation),,,,
Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM,Time (ms),
TRUE,48,3.668864,14.0702, ,TRUE,62,48.087136,31.509, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,27,3.668776,10.7846, ,TRUE,40,48.178376,26.1706, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,26,3.669152,12.0627, ,TRUE,38,50.942632,32.5447, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,48,3.669296,10.7564, ,TRUE,64,45.597224,33.8554, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,61,3.668824,12.0125, ,TRUE,64,48.49,27.5358, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,41,3.66924,16.8097, ,TRUE,44,48.127928,29.12, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,26,3.669136,10.7126, ,TRUE,40,50.919776,28.1546, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,27,3.668784,7.7824, ,TRUE,40,48.774464,26.8189, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,26,3.66864,10.3428, ,TRUE,37,50.925896,28.5004, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,48,3.669272,8.2307, ,TRUE,58,45.333112,25.6998, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,25,3.668856,15.5464, ,TRUE,41,48.175232,35.0956, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,49,3.668872,21.2657, ,TRUE,64,50.914968,33.4523, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,41,3.669056,11.3056, ,TRUE,45,50.888296,28.6951, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,64,3.668672,9.843, ,TRUE,68,48.139064,26.7603, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,52,3.668504,12.7159, ,TRUE,65,50.970744,31.3186, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,59,3.669184,11.4045, ,TRUE,63,48.52332,28.265, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,48,3.669312,11.112, ,TRUE,59,48.50848,30.4078, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,50,3.669016,12.7155, ,TRUE,64,50.957536,31.0721, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,26,3.66864,11.988, ,TRUE,38,50.926416,31.9522, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,62,3.669112,17.0623, ,TRUE,65,48.139536,30.6918, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,26,3.668536,12.5398, ,TRUE,37,48.465744,28.8993, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,46,3.669224,13.4942, ,TRUE,59,48.573072,32.6602, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
,39.68,3.65273864,13.167626,,,50.57,48.5967696,30.921518,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
The parameters of the random test data: Days:60  Hours:8  Rooms:30  Sessions:80  Individuals:80,,,,,,,,,,,,,,,,,,,,,,,,
