CSP (Randomised Optimisation),,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, , Start, Modelled, Solved, Decoded,
false,-1,47.44232,78.744899,32, ,69286.2396,69363.529099,69364.874099,69364.937699,
false,-1,28.621048,81.0595,33, ,69374.1324,69453.994799,69455.0468,69455.1291,
false,-1,29.731088,79.4631,34, ,69463.5687,69541.2935,69542.9089,69542.9725,
false,-1,29.237272,81.4286,35, ,69552.4942,69632.7593,69633.8278,69633.8701,
false,-1,31.094872,71.408199,36, ,69642.7519,69712.7371,69713.9268,69713.9778,
true,37,43.930024,3124.8867,37, ,69722.144099,69815.175199,72846.807699,72846.9477,
false,-1,31.927616,89.5913,38, ,72856.697999,72944.6897,72946.168999,72946.207,
false,-1,30.901096,90.3032,39, ,72954.9202,73044.2144,73045.1445,73045.187899,
false,-1,30.889656,93.2411,40, ,73054.5264,73145.6572,73147.6216,73147.686,
true,36,43.809384,3976.5452,41, ,73159.4707,73249.8562,77135.8007,77135.9238,
false,-1,32.135848,94.4835,42, ,77143.924,77237.263799,77238.3345,77238.3684,
false,-1,45.352432,108.5673,43, ,77245.3852,77352.1312,77353.5906,77353.6393,
true,62,45.627064,3632.827899,44, ,77361.5355,77453.8282,80994.1635,80994.2891,
false,-1,35.80912,87.7668,45, ,81002.9755,81089.7988,81090.6445,81090.6785,
true,39,48.474344,4302.6081,46, ,81098.5778,81193.4191,85400.9769,85401.118,
false,-1,34.01068,100.6121,47, ,85410.786799,85510.1429,85511.2117,85511.2717,
false,-1,32.228776,87.971301,48, ,85519.7744,85605.5387,85607.5847,85607.689299,
true,36,47.533616,3129.703,49, ,85616.895,85722.4586,88746.3775,88746.564,
false,-1,33.547456,85.503999,50, ,88755.5281,88840.1863,88840.977999,88841.0131,
true,37,46.387792,3385.9485,51, ,88848.5876,88945.202699,92234.371,92234.5028,
false,-1,34.890464,85.7384,52, ,92243.2143,92328.033699,92328.8908,92328.932399,
true,36,47.26812,3841.7174,53, ,92336.592499,92426.0828,96178.1422,96178.2702,
false,-1,33.640496,94.137399,54, ,96187.220899,96280.5377,96281.3152,96281.34,
false,-1,45.53488,87.9709,55, ,96288.5991,96375.6072,96376.5071,96376.5308,
true,38,47.954672,3151.7832,56, ,96387.565,96474.0191,99539.183999,99539.304799,
true,62,50.05576,3578.0038,57, ,99550.1385,99654.1182,103127.919999,103128.0937,
true,60,48.915992,3283.3619,58, ,103136.2546,103225.7741,106419.4517,106419.573,
false,-1,36.29152,91.8164,59, ,106428.8022,106519.7013,106520.557199,106520.5881,
false,-1,36.075216,81.8089,60, ,106528.3664,106608.5915,106610.113,106610.151199,
false,-1,36.69836,105.426099,61, ,106618.4381,106722.6534,106723.8128,106723.8401,
true,38,74.492472,3059.761799,62, ,106733.5329,106833.9865,109793.083699,109793.261699,
false,-1,32.039656,88.045301,63, ,109803.448299,109890.2868,109891.429399,109891.4743,
false,-1,41.543792,107.254199,64, ,109900.3968,110006.4853,110007.6037,110007.6277,
false,-1,42.544096,107.951199,65, ,110016.5598,110123.527299,110124.448899,110124.4744,
false,-1,39.017936,90.1188,66, ,110134.0425,110223.1147,110224.101899,110224.1336,
true,61,75.98452,4267.535201,67, ,110232.5929,110355.6457,114499.7339,114500.0286,
false,-1,37.24012,90.853699,68, ,114510.4514,114600.3472,114601.2616,114601.2867,
false,-1,37.974368,97.2613,69, ,114609.1033,114704.516799,114706.299499,114706.3373,
true,63,52.252168,3236.2668,70, ,114715.108099,114815.5761,117951.1268,117951.3297,
true,38,50.875352,3197.8717,71, ,117961.7891,118054.3511,121159.5029,121159.6189,
true,60,54.478176,3000.0194,72, ,121168.8236,121261.3412,124168.677999,124168.801199,
true,33,52.975656,3017.5707,73, ,124177.9912,124271.0793,127195.4092,127195.523599,
true,39,57.04808,3850.326099,74, ,127204.7013,127314.6175,131054.730499,131054.9682,
true,63,58.696448,4000.577701,75, ,131064.7274,131180.6847,135065.139199,135065.2759,
true,35,55.233136,3195.7368,76, ,135075.5924,135165.8198,138271.1809,138271.2945,
false,-1,38.68908,106.3868,77, ,138280.590399,138386.0319,138386.9326,138386.952899,
false,-1,46.215216,99.8444,78, ,138395.2771,138494.0646,138495.0736,138495.0944,
false,-1,39.452496,101.7211,79, ,138504.202399,138604.6686,138605.873399,138605.9023,
false,-1,45.650448,99.6538,80, ,138615.3858,138713.9381,138714.9856,138715.012,
false,-1,39.074504,112.0302,81, ,138723.957,138834.3268,138835.8998,138835.9237,
true,38,83.764312,4051.7955,82, ,138844.2926,138963.2323,142895.7233,142896.021199,
true,36,58.128712,3882.556101,83, ,142906.4759,143028.6448,146788.8699,146788.9848,
false,-1,41.313528,104.332899,84, ,146798.3015,146901.6387,146902.5882,146902.608699,
false,-1,40.713432,116.3152,85, ,146911.3287,147026.4363,147027.594999,147027.617,
false,-1,42.269352,163.402099,86, ,147037.2059,147199.211899,147200.535199,147200.5669,
false,-1,41.330584,175.1529,87, ,147210.986,147384.3924,147386.0762,147386.1107,
false,-1,42.049992,115.5319,88, ,147398.0248,147512.072099,147513.509899,147513.5348,
false,-1,36.588192,88.507,89, ,147523.6976,147611.0468,147612.1528,147612.1748,
false,-1,44.461264,123.791399,90, ,147622.3956,147744.664599,147746.1358,147746.1587,
false,-1,43.585904,128.6357,91, ,147757.2621,147873.0482,147885.8265,147885.870399,
true,64,61.502536,2956.7427,92, ,147895.8385,148007.684999,150852.4111,150852.539999,
false,-1,42.498768,109.9063,93, ,150863.543199,150972.331,150973.394,150973.4156,
true,61,59.117552,3312.2003,94, ,150982.873499,151101.067599,154294.8926,154295.0286,
false,-1,46.031984,139.3301,95, ,154306.947399,154444.5226,154446.182,154446.2442,
false,-1,41.676576,125.9938,96, ,154456.6733,154579.3311,154582.6061,154582.6382,
true,36,60.19248,3045.735501,97, ,154592.6764,154707.6574,157638.2148,157638.3671,
true,61,91.670128,3497.358999,98, ,157648.84,157751.8095,161145.7198,161146.1087,
false,-1,43.851616,132.077301,99, ,161158.1507,161288.8997,161290.1837,161290.2022,
false,-1,45.591056,202.3658,100, ,161300.3958,161499.342999,161502.6942,161502.732399,
false,-1,45.607464,158.677999,101, ,161516.492799,161672.8623,161675.0385,161675.081099,
true,60,92.826744,4892.6275,102, ,161687.9635,161837.0102,166580.2705,166580.548,
false,-1,47.843544,116.7407,103, ,166592.5131,166707.7199,166709.2098,166709.2261,

,,,,,,,105.597819,1551.298767,0.121098,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:100  Individuals:50 (Ignore for the specified parameter).
